Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   1     2     3    13  2.227157E-01  2.309281E-01  2.827229E-01  2.954536E-01  2.860602E-01  2.949378E-01  3.970402E-01  4.127795E-01
   1     2     3    14  2.227464E-01  2.309345E-01  2.827697E-01  2.954631E-01  2.861008E-01  2.949420E-01  3.971142E-01  4.127925E-01
   1     2     4     1  2.511626E-01  2.677048E-01  3.315053E-01  3.604886E-01  3.240776E-01  3.385641E-01  4.744459E-01  5.051415E-01
   1     2     4     2  2.371375E-01  2.529516E-01  3.075068E-01  3.342905E-01  3.078844E-01  3.228676E-01  4.412080E-01  4.720197E-01
   1     2     4     3  2.240487E-01  2.402991E-01  2.861972E-01  3.128878E-01  2.935366E-01  3.104347E-01  4.127828E-01  4.465037E-01
   1     2     4     4  2.166053E-01  2.347989E-01  2.744934E-01  3.040125E-01  2.856422E-01  3.056068E-01  3.976726E-01  4.368925E-01
   1     2     4     5  2.137729E-01  2.346802E-01  2.701320E-01  3.039827E-01  2.826464E-01  3.057986E-01  3.920368E-01  4.373974E-01
   1     2     4     6  2.127893E-01  2.361565E-01  2.686217E-01  3.065039E-01  2.817411E-01  3.073055E-01  3.903596E-01  4.404869E-01
   1     2     4     7  2.126519E-01  2.375051E-01  2.683928E-01  3.087730E-01  2.821045E-01  3.086024E-01  3.910515E-01  4.431406E-01
   1     2     4     8  2.132303E-01  2.383498E-01  2.692387E-01  3.101970E-01  2.833370E-01  3.094107E-01  3.933680E-01  4.447925E-01
   1     2     4     9  2.140416E-01  2.387764E-01  2.704408E-01  3.109191E-01  2.846594E-01  3.098270E-01  3.958500E-01  4.456491E-01
   1     2     4    10  2.147022E-01  2.389679E-01  2.714194E-01  3.112456E-01  2.856271E-01  3.100246E-01  3.976704E-01  4.460511E-01
   1     2     4    11  2.151253E-01  2.390518E-01  2.720460E-01  3.113902E-01  2.862181E-01  3.101148E-01  3.987764E-01  4.462390E-01
   1     2     4    12  2.153651E-01  2.390908E-01  2.724023E-01  3.114546E-01  2.865411E-01  3.101562E-01  3.993887E-01  4.463276E-01
   1     2     4    13  2.154910E-01  2.391091E-01  2.725901E-01  3.114855E-01  2.867140E-01  3.101768E-01  3.997097E-01  4.463714E-01
   1     2     4    14  2.155570E-01  2.391176E-01  2.726894E-01  3.115007E-01  2.868011E-01  3.101865E-01  3.998756E-01  4.463935E-01
   1     2     5     1  2.474049E-01  2.829780E-01  3.244834E-01  3.891703E-01  3.174352E-01  3.476150E-01  4.602514E-01  5.276776E-01
   1     2     5     2  2.350271E-01  2.695960E-01  3.041198E-01  3.650685E-01  3.039275E-01  3.358481E-01  4.332467E-01  5.021657E-01
   1     2     5     3  2.190010E-01  2.526572E-01  2.781857E-01  3.350466E-01  2.860659E-01  3.210283E-01  3.980402E-01  4.699599E-01
   1     2     5     4  2.046785E-01  2.386608E-01  2.557604E-01  3.111802E-01  2.703675E-01  3.099156E-01  3.683096E-01  4.465256E-01
   1     2     5     5  1.961108E-01  2.329601E-01  2.427023E-01  3.018154E-01  2.613655E-01  3.069799E-01  3.518468E-01  4.405864E-01
   1     2     5     6  1.923301E-01  2.342364E-01  2.370217E-01  3.041259E-01  2.573953E-01  3.096784E-01  3.447027E-01  4.463255E-01
   1     2     5     7  1.895511E-01  2.376209E-01  2.328197E-01  3.099342E-01  2.547893E-01  3.134199E-01  3.399881E-01  4.542686E-01
   1     2     5     8  1.866142E-01  2.405034E-01  2.283157E-01  3.148960E-01  2.532845E-01  3.162311E-01  3.371693E-01  4.602708E-01
   1     2     5     9  1.840587E-01  2.422404E-01  2.243440E-01  3.178960E-01  2.530811E-01  3.178037E-01  3.366302E-01  4.636506E-01
   1     2     5    10  1.821030E-01  2.430443E-01  2.212625E-01  3.192909E-01  2.534628E-01  3.185083E-01  3.371544E-01  4.651728E-01
   1     2     5    11  1.807609E-01  2.433572E-01  2.191385E-01  3.198428E-01  2.538786E-01  3.187886E-01  3.377897E-01  4.657810E-01
   1     2     5    12  1.799384E-01  2.434759E-01  2.178349E-01  3.200510E-01  2.541663E-01  3.188994E-01  3.382369E-01  4.660218E-01
   1     2     5    13  1.794758E-01  2.435215E-01  2.171011E-01  3.201320E-01  2.543357E-01  3.189458E-01  3.385005E-01  4.661212E-01
   1     2     5    14  1.792292E-01  2.435396E-01  2.167116E-01  3.201648E-01  2.544260E-01  3.189659E-01  3.386447E-01  4.661659E-01
   1     2     6     1  2.557815E-01  3.111556E-01  3.403732E-01  4.477159E-01  3.144944E-01  3.642619E-01  4.555335E-01  5.705417E-01
   1     2     6     2  2.441925E-01  2.985295E-01  3.207101E-01  4.227585E-01  3.020282E-01  3.539846E-01  4.305208E-01  5.466400E-01
   1     2     6     3  2.279350E-01  2.804998E-01  2.935855E-01  3.876878E-01  2.840427E-01  3.391193E-01  3.950133E-01  5.119708E-01
   1     2     6     4  2.102640E-01  2.605416E-01  2.650959E-01  3.506718E-01  2.643785E-01  3.233068E-01  3.579944E-01  4.765050E-01
   1     2     6     5  1.944320E-01  2.430253E-01  2.405524E-01  3.197658E-01  2.473182E-01  3.111595E-01  3.274051E-01  4.504408E-01
   1     2     6     6  1.831064E-01  2.327456E-01  2.235449E-01  3.023260E-01  2.356500E-01  3.066922E-01  3.072598E-01  4.411494E-01
   1     2     6     7  1.763064E-01  2.316782E-01  2.135367E-01  3.006298E-01  2.279086E-01  3.097235E-01  2.942010E-01  4.475644E-01
   1     2     6     8  1.706061E-01  2.358162E-01  2.052278E-01  3.077090E-01  2.201646E-01  3.155960E-01  2.813192E-01  4.600620E-01
   1     2     6     9  1.632145E-01  2.405455E-01  1.945637E-01  3.158564E-01  2.115789E-01  3.206809E-01  2.672448E-01  4.710536E-01
   1     2     6    10  1.538969E-01  2.439367E-01  1.813238E-01  3.217604E-01  2.034984E-01  3.238374E-01  2.541884E-01  4.779671E-01
   1     2     6    11  1.435846E-01  2.457095E-01  1.669709E-01  3.248696E-01  1.968642E-01  3.253266E-01  2.436030E-01  4.812477E-01
   1     2     6    12  1.340993E-01  2.464205E-01  1.540518E-01  3.261216E-01  1.921115E-01  3.258913E-01  2.361089E-01  4.825033E-01
   1     2     6    13  1.269605E-01  2.466623E-01  1.445058E-01  3.265542E-01  1.891290E-01  3.260851E-01  2.314429E-01  4.829349E-01
   1     2     6    14  1.223987E-01  2.467408E-01  1.384844E-01  3.266933E-01  1.874306E-01  3.261513E-01  2.287951E-01  4.830811E-01
   1     2     7     1  2.749823E-01  3.417040E-01  3.764268E-01  5.163644E-01  3.157860E-01  3.780304E-01  4.590017E-01  6.068273E-01
   1     2     7     2  2.642202E-01  3.309766E-01  3.571259E-01  4.930252E-01  3.048990E-01  3.697141E-01  4.370050E-01  5.865525E-01
   1     2     7     3  2.488359E-01  3.150691E-01  3.299212E-01  4.586370E-01  2.890530E-01  3.573659E-01  4.053730E-01  5.559734E-01
   1     2     7     4  2.313463E-01  2.960050E-01  3.000289E-01  4.192914E-01  2.709713E-01  3.430458E-01  3.707502E-01  5.217554E-01
   1     2     7     5  2.137550E-01  2.756521E-01  2.712070E-01  3.795729E-01  2.531006E-01  3.286919E-01  3.381126E-01  4.890152E-01
   1     2     7     6  1.973249E-01  2.558553E-01  2.453747E-01  3.430441E-01  2.368934E-01  3.160334E-01  3.098179E-01  4.613914E-01
   1     2     7     7  1.830298E-01  2.396162E-01  2.237088E-01  3.145137E-01  2.228827E-01  3.076874E-01  2.862883E-01  4.437722E-01
   1     2     7     8  1.720262E-01  2.311564E-01  2.075201E-01  3.001584E-01  2.109841E-01  3.065442E-01  2.669399E-01  4.414313E-01
   1     2     7     9  1.638127E-01  2.317327E-01  1.956949E-01  3.011769E-01  1.994301E-01  3.117859E-01  2.486516E-01  4.524662E-01
   1     2     7    10  1.552724E-01  2.368417E-01  1.836102E-01  3.098981E-01  1.857225E-01  3.187988E-01  2.275782E-01  4.674770E-01
   1     2     7    11  1.437354E-01  2.420585E-01  1.676371E-01  3.189196E-01  1.695292E-01  3.243592E-01  2.035363E-01  4.795993E-01
   1     2     7    12  1.283711E-01  2.456290E-01  1.469947E-01  3.251662E-01  1.524785E-01  3.276038E-01  1.791649E-01  4.867713E-01
   1     2     7    13  1.105239E-01  2.474091E-01  1.238944E-01  3.283026E-01  1.372258E-01  3.290387E-01  1.581555E-01  4.899671E-01
   1     2     7    14  9.369623E-02  2.480863E-01  1.029358E-01  3.295039E-01  1.258784E-01  3.295493E-01  1.429833E-01  4.911095E-01
   1     2     8     1  2.948458E-01  3.663050E-01  4.156416E-01  5.766090E-01  3.197553E-01  3.880877E-01  4.679222E-01  6.341234E-01
   1     2     8     2  2.848486E-01  3.576508E-01  3.966606E-01  5.562340E-01  3.099871E-01  3.812690E-01  4.479431E-01  6.169793E-01
   1     2     8     3  2.705455E-01  3.447739E-01  3.697644E-01  5.256934E-01  2.959147E-01  3.712853E-01  4.193687E-01  5.911165E-01
   1     2     8     4  2.542715E-01  3.292945E-01  3.401793E-01  4.903740E-01  2.800326E-01  3.599338E-01  3.882643E-01  5.624957E-01
   1     2     8     5  2.377683E-01  3.122041E-01  3.113748E-01  4.532928E-01  2.643167E-01  3.483853E-01  3.587467E-01  5.345068E-01
   1     2     8     6  2.216220E-01  2.936639E-01  2.843266E-01  4.151763E-01  2.494267E-01  3.367288E-01  3.318963E-01  5.073873E-01
   1     2     8     7  2.056506E-01  2.739895E-01  2.586139E-01  3.768986E-01  2.349091E-01  3.249512E-01  3.067010E-01  4.810310E-01
   1     2     8     8  1.900474E-01  2.546585E-01  2.344479E-01  3.412786E-01  2.204326E-01  3.141712E-01  2.824942E-01  4.577341E-01
   1     2     8     9  1.759402E-01  2.388770E-01  2.133654E-01  3.135460E-01  2.063871E-01  3.071990E-01  2.598329E-01  4.430720E-01
   1     2     8    10  1.646457E-01  2.309763E-01  1.969914E-01  3.001014E-01  1.929650E-01  3.071169E-01  2.388935E-01  4.429226E-01
   1     2     8    11  1.555274E-01  2.320406E-01  1.840780E-01  3.019244E-01  1.786113E-01  3.130588E-01  2.172310E-01  4.554396E-01
   1     2     8    12  1.454943E-01  2.374434E-01  1.701732E-01  3.111535E-01  1.609952E-01  3.204460E-01  1.916384E-01  4.712922E-01
   1     2     8    13  1.316510E-01  2.428191E-01  1.515019E-01  3.204626E-01  1.395897E-01  3.261610E-01  1.619258E-01  4.838041E-01
   1     2     8    14  1.127798E-01  2.464501E-01  1.269786E-01  3.268328E-01  1.164141E-01  3.294380E-01  1.313623E-01  4.910740E-01
   1     2     9     1  3.092803E-01  3.823218E-01  4.455766E-01  6.185131E-01  3.232288E-01  3.943504E-01  4.756829E-01  6.515264E-01
   1     2     9     2  2.999155E-01  3.752772E-01  4.270325E-01  6.010932E-01  3.141157E-01  3.884590E-01  4.568503E-01  6.364536E-01
   1     2     9     3  2.865803E-01  3.649596E-01  4.007711E-01  5.749622E-01  3.011217E-01  3.800293E-01  4.301076E-01  6.139554E-01
   1     2     9     4  2.716318E-01  3.530162E-01  3.722782E-01  5.455972E-01  2.867282E-01  3.709147E-01  4.014356E-01  5.901230E-01
   1     2     9     5  2.568302E-01  3.403182E-01  3.451168E-01  5.156427E-01  2.728772E-01  3.622529E-01  3.748636E-01  5.681872E-01
   1     2     9     6  2.426495E-01  3.265281E-01  3.200520E-01  4.845195E-01  2.601502E-01  3.538777E-01  3.513041E-01  5.476641E-01
   1     2     9     7  2.285193E-01  3.108888E-01  2.959643E-01  4.508140E-01  2.478928E-01  3.449927E-01  3.293582E-01  5.265718E-01
   1     2     9     8  2.139119E-01  2.930982E-01  2.719525E-01  4.143253E-01  2.353243E-01  3.350414E-01  3.075608E-01  5.036801E-01
   1     2     9     9  1.988876E-01  2.737279E-01  2.481457E-01  3.766462E-01  2.221158E-01  3.242325E-01  2.853956E-01  4.796128E-01
   1     2     9    10  1.840634E-01  2.545384E-01  2.255039E-01  3.412546E-01  2.083851E-01  3.140237E-01  2.631248E-01  4.575891E-01
   1     2     9    11  1.705844E-01  2.388725E-01  2.056080E-01  3.136882E-01  1.945564E-01  3.074390E-01  2.414494E-01  4.437388E-01
   1     2     9    12  1.595666E-01  2.311082E-01  1.898164E-01  3.004463E-01  1.806470E-01  3.076482E-01  2.203779E-01  4.441895E-01
   1     2     9    13  1.502581E-01  2.322986E-01  1.767841E-01  3.024712E-01  1.650725E-01  3.137904E-01  1.976029E-01  4.571368E-01
   1     2     9    14  1.396487E-01  2.377827E-01  1.622709E-01  3.118478E-01  1.455433E-01  3.212887E-01  1.702115E-01  4.732502E-01
   1     3     1     1  2.345943E-01  2.396510E-01  2.976982E-01  3.025185E-01  3.029552E-01  3.112869E-01  4.205708E-01  4.301817E-01
   1     3     1     2  2.256914E-01  2.307040E-01  2.880445E-01  2.932696E-01  2.887032E-01  2.968043E-01  4.018022E-01  4.119562E-01
   1     3     1     3  2.200517E-01  2.257117E-01  2.820612E-01  2.883103E-01  2.799001E-01  2.889666E-01  3.904900E-01  4.024699E-01
   1     3     1     4  2.177734E-01  2.245017E-01  2.796621E-01  2.872259E-01  2.763948E-01  2.871597E-01  3.860321E-01  4.004824E-01
   1     3     1     5  2.169915E-01  2.247367E-01  2.788572E-01  2.875623E-01  2.751949E-01  2.876018E-01  3.845451E-01  4.011818E-01
   1     3     1     6  2.168295E-01  2.251966E-01  2.787982E-01  2.880800E-01  2.749496E-01  2.883715E-01  3.844414E-01  4.022057E-01
   1     3     1     7  2.171101E-01  2.255557E-01  2.793244E-01  2.884733E-01  2.753850E-01  2.889617E-01  3.854358E-01  4.029689E-01
   1     3     1     8  2.176061E-01  2.257793E-01  2.800932E-01  2.887246E-01  2.761448E-01  2.893292E-01  3.868696E-01  4.034617E-01
   1     3     1     9  2.180525E-01  2.259036E-01  2.807424E-01  2.888719E-01  2.768301E-01  2.895350E-01  3.880862E-01  4.037529E-01
   1     3     1    10  2.183540E-01  2.259731E-01  2.811669E-01  2.889546E-01  2.772926E-01  2.896480E-01  3.888826E-01  4.039146E-01
   1     3     1    11  2.185293E-01  2.260061E-01  2.814112E-01  2.889977E-01  2.775627E-01  2.897045E-01  3.893437E-01  4.040003E-01
   1     3     1    12  2.186243E-01  2.260240E-01  2.815425E-01  2.890206E-01  2.777083E-01  2.897343E-01  3.895879E-01  4.040453E-01
   1     3     1    13  2.186754E-01  2.260339E-01  2.816102E-01  2.890337E-01  2.777860E-01  2.897470E-01  3.897157E-01  4.040658E-01
   1     3     1    14  2.186987E-01  2.260371E-01  2.816452E-01  2.890376E-01  2.778229E-01  2.897563E-01  3.897820E-01  4.040783E-01
   1     3     2     1  2.418693E-01  2.479538E-01  3.071441E-01  3.133881E-01  3.117549E-01  3.211922E-01  4.338280E-01  4.450320E-01
   1     3     2     2  2.315219E-01  2.374308E-01  2.949083E-01  3.013435E-01  2.955434E-01  3.045845E-01  4.117876E-01  4.233136E-01
   1     3     2     3  2.246119E-01  2.311618E-01  2.872330E-01  2.947104E-01  2.853071E-01  2.952855E-01  3.984653E-01  4.118231E-01
   1     3     2     4  2.217131E-01  2.294180E-01  2.841151E-01  2.930614E-01  2.811665E-01  2.929157E-01  3.931758E-01  4.091562E-01
   1     3     2     5  2.207067E-01  2.295427E-01  2.830400E-01  2.933079E-01  2.797433E-01  2.932305E-01  3.913933E-01  4.097380E-01
   1     3     2     6  2.204795E-01  2.300189E-01  2.828938E-01  2.938669E-01  2.794376E-01  2.940105E-01  3.912115E-01  4.107901E-01
   1     3     2     7  2.208052E-01  2.304090E-01  2.834469E-01  2.943086E-01  2.799307E-01  2.946247E-01  3.922739E-01  4.116059E-01
   1     3     2     8  2.214031E-01  2.306549E-01  2.843070E-01  2.945940E-01  2.808116E-01  2.950134E-01  3.938575E-01  4.121365E-01
   1     3     2     9  2.219477E-01  2.307930E-01  2.850529E-01  2.947597E-01  2.816087E-01  2.952327E-01  3.952132E-01  4.124483E-01
   1     3     2    10  2.223187E-01  2.308652E-01  2.855439E-01  2.948528E-01  2.821505E-01  2.953486E-01  3.961069E-01  4.126184E-01
   1     3     2    11  2.225353E-01  2.309017E-01  2.858303E-01  2.949009E-01  2.824636E-01  2.954102E-01  3.966196E-01  4.127111E-01
   1     3     2    12  2.226528E-01  2.309188E-01  2.859815E-01  2.949252E-01  2.826360E-01  2.954389E-01  3.968961E-01  4.127568E-01
   1     3     2    13  2.227157E-01  2.309281E-01  2.860602E-01  2.949378E-01  2.827229E-01  2.954536E-01  3.970402E-01  4.127795E-01
   1     3     2    14  2.227464E-01  2.309345E-01  2.861008E-01  2.949420E-01  2.827697E-01  2.954631E-01  3.971142E-01  4.127925E-01
   1     3     3     1  2.502554E-01  2.598376E-01  3.257627E-01  3.385732E-01  3.257627E-01  3.385732E-01  4.655233E-01  4.840494E-01
   1     3     3     2  2.380321E-01  2.470350E-01  3.067949E-01  3.188128E-01  3.067949E-01  3.188128E-01  4.342831E-01  4.520989E-01
   1     3     3     3  2.285589E-01  2.381619E-01  2.935136E-01  3.064510E-01  2.935136E-01  3.064510E-01  4.137498E-01  4.333900E-01
   1     3     3     4  2.241745E-01  2.352660E-01  2.877129E-01  3.027570E-01  2.877129E-01  3.027570E-01  4.051318E-01  4.281614E-01
   1     3     3     5  2.226225E-01  2.353344E-01  2.856884E-01  3.029174E-01  2.856884E-01  3.029174E-01  4.021392E-01  4.284946E-01
   1     3     3     6  2.221995E-01  2.360523E-01  2.851926E-01  3.038683E-01  2.851926E-01  3.038683E-01  4.015501E-01  4.299006E-01
   1     3     3     7  2.225338E-01  2.366672E-01  2.857528E-01  3.046666E-01  2.857528E-01  3.046666E-01  4.027073E-01  4.310694E-01
   1     3     3     8  2.233120E-01  2.370484E-01  2.868771E-01  3.051662E-01  2.868771E-01  3.051662E-01  4.047039E-01  4.318168E-01
   1     3     3     9  2.240735E-01  2.372470E-01  2.879350E-01  3.054385E-01  2.879350E-01  3.054385E-01  4.065016E-01  4.322395E-01
   1     3     3    10  2.246109E-01  2.373447E-01  2.886657E-01  3.055780E-01  2.886657E-01  3.055780E-01  4.077119E-01  4.324644E-01
   1     3     3    11  2.249298E-01  2.373931E-01  2.890955E-01  3.056448E-01  2.890955E-01  3.056448E-01  4.084199E-01  4.325782E-01
   1     3     3    12  2.251028E-01  2.374140E-01  2.893285E-01  3.056808E-01  2.893285E-01  3.056808E-01  4.087996E-01  4.326345E-01
   1     3     3    13  2.251939E-01  2.374272E-01  2.894481E-01  3.056959E-01  2.894481E-01  3.056959E-01  4.090000E-01  4.326636E-01
   1     3     3    14  2.252404E-01  2.374312E-01  2.895122E-01  3.057056E-01  2.895122E-01  3.057056E-01  4.091009E-01  4.326782E-01
   1     3     4     1  2.535212E-01  2.734934E-01  3.381644E-01  3.709443E-01  3.339241E-01  3.554565E-01  4.927305E-01  5.320219E-01
   1     3     4     2  2.398617E-01  2.584390E-01  3.134944E-01  3.432852E-01  3.139606E-01  3.343795E-01  4.536720E-01  4.908750E-01
   1     3     4     3  2.261339E-01  2.447126E-01  2.906703E-01  3.198942E-01  2.962797E-01  3.177836E-01  4.206316E-01  4.596466E-01
   1     3     4     4  2.177580E-01  2.382525E-01  2.777312E-01  3.096696E-01  2.865003E-01  3.111353E-01  4.030937E-01  4.476371E-01
   1     3     4     5  2.144440E-01  2.378970E-01  2.728072E-01  3.092898E-01  2.827592E-01  3.111434E-01  3.965341E-01  4.477793E-01
   1     3     4     6  2.132382E-01  2.395344E-01  2.710799E-01  3.119163E-01  2.815440E-01  3.130000E-01  3.945216E-01  4.511878E-01
   1     3     4     7  2.129362E-01  2.410930E-01  2.707838E-01  3.143718E-01  2.817666E-01  3.146601E-01  3.951818E-01  4.542112E-01
   1     3     4     8  2.134820E-01  2.420884E-01  2.717312E-01  3.159280E-01  2.830846E-01  3.156990E-01  3.977538E-01  4.561053E-01
   1     3     4     9  2.143717E-01  2.425835E-01  2.731239E-01  3.167105E-01  2.846123E-01  3.162245E-01  4.005911E-01  4.570773E-01
   1     3     4    10  2.151297E-01  2.427994E-01  2.742784E-01  3.170573E-01  2.857699E-01  3.164650E-01  4.027023E-01  4.575248E-01
   1     3     4    11  2.156287E-01  2.428895E-01  2.750229E-01  3.172088E-01  2.864840E-01  3.165720E-01  4.039978E-01  4.577312E-01
   1     3     4    12  2.159126E-01  2.429306E-01  2.754457E-01  3.172751E-01  2.868836E-01  3.166187E-01  4.047152E-01  4.578260E-01
   1     3     4    13  2.160674E-01  2.429484E-01  2.756723E-01  3.173062E-01  2.870960E-01  3.166417E-01  4.050933E-01  4.578702E-01
   1     3     4    14  2.161453E-01  2.429551E-01  2.757899E-01  3.173204E-01  2.872039E-01  3.166546E-01  4.052856E-01  4.578941E-01
   1     3     5     1  2.490674E-01  2.883231E-01  3.312230E-01  4.011234E-01  3.243629E-01  3.621973E-01  4.758177E-01  5.535363E-01
   1     3     5     2  2.369326E-01  2.739582E-01  3.092825E-01  3.736702E-01  3.080987E-01  3.451308E-01  4.431089E-01  5.185766E-01
   1     3     5     3  2.208608E-01  2.561762E-01  2.819708E-01  3.412200E-01  2.884035E-01  3.267884E-01  4.043508E-01  4.806214E-01
   1     3     5     4  2.061497E-01  2.414495E-01  2.584555E-01  3.157318E-01  2.717502E-01  3.140761E-01  3.728243E-01  4.546167E-01
   1     3     5     5  1.971528E-01  2.352053E-01  2.447256E-01  3.054978E-01  2.622355E-01  3.106099E-01  3.555025E-01  4.477461E-01
   1     3     5     6  1.931230E-01  2.363168E-01  2.387423E-01  3.075482E-01  2.579954E-01  3.133309E-01  3.480031E-01  4.533910E-01
   1     3     5     7  1.901637E-01  2.397520E-01  2.343965E-01  3.133947E-01  2.551691E-01  3.172815E-01  3.431521E-01  4.615317E-01
   1     3     5     8  1.870590E-01  2.427421E-01  2.298633E-01  3.184649E-01  2.534802E-01  3.202863E-01  3.403925E-01  4.677456E-01
   1     3     5     9  1.844074E-01  2.445609E-01  2.259888E-01  3.215489E-01  2.531990E-01  3.219739E-01  3.400772E-01  4.712501E-01
   1     3     5    10  1.824157E-01  2.453975E-01  2.230634E-01  3.229759E-01  2.535826E-01  3.227253E-01  3.408561E-01  4.728187E-01
   1     3     5    11  1.810596E-01  2.457214E-01  2.210726E-01  3.235305E-01  2.540236E-01  3.230185E-01  3.416853E-01  4.734392E-01
   1     3     5    12  1.802286E-01  2.458376E-01  2.198573E-01  3.237350E-01  2.543328E-01  3.231328E-01  3.422555E-01  4.736783E-01
   1     3     5    13  1.797624E-01  2.458791E-01  2.191731E-01  3.238129E-01  2.545155E-01  3.231760E-01  3.425868E-01  4.737761E-01
   1     3     5    14  1.795157E-01  2.458965E-01  2.188107E-01  3.238450E-01  2.546138E-01  3.231971E-01  3.427667E-01  4.738194E-01
   1     3     6     1  2.566557E-01  3.163345E-01  3.456628E-01  4.592740E-01  3.184102E-01  3.761010E-01  4.657085E-01  5.915539E-01
   1     3     6     2  2.453103E-01  3.020727E-01  3.246284E-01  4.302847E-01  3.042815E-01  3.608803E-01  4.367334E-01  5.588059E-01
   1     3     6     3  2.291753E-01  2.830170E-01  2.963939E-01  3.926854E-01  2.853341E-01  3.428837E-01  3.988946E-01  5.190433E-01
   1     3     6     4  2.113865E-01  2.625474E-01  2.670767E-01  3.541988E-01  2.653463E-01  3.258474E-01  3.607212E-01  4.814816E-01
   1     3     6     5  1.953290E-01  2.446339E-01  2.419470E-01  3.223618E-01  2.481213E-01  3.132540E-01  3.295223E-01  4.544935E-01
   1     3     6     6  1.837790E-01  2.340313E-01  2.245668E-01  3.043460E-01  2.363102E-01  3.085986E-01  3.090253E-01  4.447804E-01
   1     3     6     7  1.768114E-01  2.327947E-01  2.143569E-01  3.023987E-01  2.284354E-01  3.115920E-01  2.957818E-01  4.510713E-01
   1     3     6     8  1.710001E-01  2.369048E-01  2.059502E-01  3.094368E-01  2.205734E-01  3.175137E-01  2.828379E-01  4.636069E-01
